4406186,Actress Landi's namesakes,Elissas
3822121,"Fool in ""Pagliacci""",to nio
5528121,Has rightful title to ,owns
4780976,"""___ and Old Lace""",arsenic
2104231,Brainteasers,conundrums
5435323,"German mag, ""___ Spiegel""",der
5060515,Positive attitude,uggs
4222977,F.E.C. concern,PAC
3622989,Greek god of the west wind,zephyr
255499,What's in the biography you wrote about me (wordplay),this is your life
4981980,Dressy pasta (wordplay),bowties
4273582,"""It's been ___ pleasure ...""",are al
2817311,Mat attachment,tress
2292807,One who might cuff you (wordplay),tail or
2003243,Miss's item of apparel,sash
4911006,Kid's scientist Bill,NYE
5180104,Winker.,eyelash
4879642,Rita of Netflix's 'One Day at a Time',Moreno
4958641,Roundup remark,moo
858436,"Pinkett Smith of ""Bad Moms""",jada
2750147,See 1 Down,Huston
5777925,Cereale go-with,lait
1572928,Remake about a holy person's slip (wordplay),Saint misbehavin
5920821,Evil activity,misdeed
4263171,Not starting,on the bench
4768774,Consecrate by a certain ceremony.,anoint
2102860,A local woman following the match? That's bound to be shot down,gamebird
3691316,I may be seen as the first one that's positive,numeral
1391204,They're forbidden by religion or social custom,taboos
3344492,Wafers candy since,necco
3283434,Gorge - cheese,cheddar
785247,AA meeting attendee,to per
5488845,Diamond slip ,error
189276,"Coastline feature, a drowned valley",ria
1118042,"Didn't usually, for short ",usent
4444949,Recruiting group,rotc
5617057,Roman Senator who played a leading role in the assassination of Julius Caesar,Marcus Brutus
4252800,Big name in goggles,speedo
5627725,Oscar-winning Jamie Foxx role,ray
6254693,Superhuman event.,miracle
2382012,Bridal-gown part,train
4726109,"In the past, in the past",yester
4116348,Hop opener,lindy
1760429,"John ___, villain in the 'Saw' films",Kramer
1439377,With a Spaniard around I play it slowly,adagio
3372253,"That's pretty vibrant, by the sound of it",tremolo
3908366,Sharp stimulus.,sting
4495679,'___ Charogne' (Baudelaire poem),une
554146,They wear nothing,nudes
634663,"Just barely making sound, in music",PPP
5484030,1995 Susan Sarandon film,dead man walking
1982904,Conduct anew.,relead
1377465,Moving to the next topic,anyhow
3899106,Classic Abbott and Costello bit,who sonf
4108049,Sometimes-bad bacterium,Ecoli
1456389,Steep slope or cliff. ,escarp
2854220,Directions to prosecute follow,ensue
305270,"The lofty city, he ___ it low (Isa. 26:5)",layeth
4052589,Frightfully like 20 down after tea,terror
1644902,Female ruminants,roes
246013,Stop on a European tour often,Milan
133135,Title character bitten by a bat in a 1981 novel,cujo
4242691,Weeping tree,willow
3436657,'Night,see ya
4069143,Point of entry,access
837556,"Kaiser, for one",roll
6277633,"At start of campaign, put down soil",clay
6001930,"French cuisine toady, needing drop of espresso to shift",Crepe
3001954,"Childrenaos refrain, from the beginning",eieio
799473,Opposes,meets
2116461,Novelist who had two spouses simultaneously,nin
3216171,Cinematography pioneer,lumiere
4856694,Sincerity ,candor
5957647,'If only I ___ time...',had more
5357894,Save in container for flowers,vase
3233117,Crackajack. ,ace
4717339,They offer lots of food that people won't eat,Pet Shops
3115959,Piece of a pipe,stem
1512418,Line in nautical footwear (wordplay),plimsoll
1853177,Precipitate (flight),head long
2482377,Commander in War of 1812. ,Biddle
3982013,Little amount,dram
3576526,Nitrogenous waste,urea
2065989,Tibetan sighting,yet i
2665309,Conveyance,auto
6104928,"Road ""hogs""",harleys
3011123,Is of import,matters
1621207,Supplementary material at the end of a document,appendix
2126838,Washday unit,load
4372042,"Calm, as fears",allay
799057,Speak languidly,drawl
2590627,Unintentional movement,tic
4939759,Ink smudges,blots
2601966,Beverage for a Civil Rights leader (wordplay),MLK milk
5217827,Art rock group Procol,Harum
1927905,Dropping of flakes,snowfall
5760650,Wobegon for one,lake
94583,First Mexican to reach #1 in the LPGA,ochoa
3519332,A believer in karma ,hindu
2705029,It spans 12 time zones,eurasia
1960678,Award ribbon material,sat in
6406803,Red ___ beet.,as a
2475772,Enchant,captivate
6321804,Carrousel bonus ,ring
2142313,Old railway regulator abbreviation,ICC
4721918,Highway construction marker,pylon
2775531,They sometimes work with wax,djs
4636585,"They have suns and red, white and blue fields",filippine phlags
4236949,Put on an act,pretended
969862,Depression-era jobs organization,WPA
906861,"James in ""Giant""",dean
1348934,Microcomputer,laptop
1915776,Like some shirts,vnecked
5505437,Thinkpiece for example,essay
2340304,St. Paul's Cathedral architect ,wren
4575193,Renoir's world,Monde
6085412,'Lady Oracle' novelist,atwood
4823894,Gulf of  arm of the Mediterranean,tunis
847568,Italian poet of 19th century.,Leopardi
4173209,Off ___ (intermittently).,and on
5633911,Good shot at archery champion's missed initially,inner
1025322,Turncoats. ,renegades
255273,"The beginning of something, or a violent attack",onset
757106,"Bedouin, for one ",no mad
3855977,Snowden's former organization,CIA
4839390,Turtleneck ___,sweaters
2990840,Start to instigate (wordplay),letter i
3904176,21,legal drinkingage
5763204,"'Maid's night off,' said Tom ___",helplessly
53394,Moana role named for a Hawaiian island,Maui
273712,Left in a hurry,ran
4234276,"Dog of Tibet, for short ",a pso
5483371,One removed from place of danger,evacuee
3151219,Speak falteringly,lisp
203213,Shower or tongue mishap,slip
1063894,Heavyweight climbing up on top of church to make a mark,notch
3425912,Indian gangster. ,Dacoit
4712064,Suffixes on ordinals. ,THS
3116980,Orly sight,jetliner
2466250,Believe gold might satisfy him (wordplay),creditor
5767948,Early p.m.'s,afts
4086000,Coastal area,seaboard
1912964,Comprehensive Var,thoro
1287422,"Revealing, like a memoir",tell all
2812075,Having lots of bounce. ,resilient
3078176,___ loaf is better ...,half a
5004377,"' ___ , I married him' (J. Eyre)",reader
61618,Waste 11 with slight convexity around top of handle and upturned lid,chamber pot
6059062,Like Telly,bald
5199602,Fort Knox specialty ,gold
6244898,Lacking enthusiasm or energy,listless
4920200,Dangled a carrot,tempted
2899687,Barcelona breaks,siestas
2251837,American League team. ,nats
484395,"Deflect, as light ",refract
3080024,Intrinsic (not to be confused with an almost identical word meaning 'impending'),immanent
2650639,Rants,rails
5628641,"Downs' relatives, in puzzles ",acrosses
1348422,"With ""All,"" a song title",of me
2333131,Fruity desserts,Razzle Berrypies
4727343,Japanese pilot trained for suicide missions,Kamikaze
5737479,Deceptive or pretended blows,feints
3884729,Bet.,double or nothing
3483925,Self-aggrandized,boasted
4299916,Get Ready ___ Earth,rare
1417709,Like a thinking man's raison d'etre,cartesian
2104924,Lancaster/Hepburn film: 1956,the rainmaker
5303440,Having leaves of calyxes.,sepaled
5985604,Astronaut William of Apollo 8,Anders
2213195,Liturgical forms,rites
5686274,Jack must be nimble here,steeple
1455969,"Unable to let it go, in a way",addicted
6087201,"Evil Woman rock band, for short",elo
6159742,Teacher's pet that doesn't get to play out,rabbi
4754490,Cooper's middle name,fenimore
3357267,Red-ink item.,debit
3944345,Ingredient of marmalade.,Orange Peel
5738883,Bed intruders (wordplay),stds
3184528,"Opposite of ""antsy""",serene
2677976,Have (poor folks)- ___,not s
4052396,Hardly unplugged,more so
5101442,"Friends, in Tours",Amis
4391566,Socratic  feigned ignorance in a discussion,irony
3607644,Giant hurler.,Antonelli
4903489,Title winner's emotion,Glee
865154,Warmed up. ,heated
2124753,Half of MMMII,MDI
3902477,Part of simian motto,seenoevil
5277402,Sometime,Manana
846429,"Enter the pool, in a way",dive
4799397,Cousin of a night heron,egret
1193878,"Salesman revises orders, being dictatorial",repressive
4699225,"Actor Monaghan of ""Lost"" and ""The Lord of the Rings""",dominic
2265034,Ice ball with hardened coating,sorbet
342060,Make combined interest charge to cover for example,integrate
461231,Stop stewing,rest easy
5628737,"___ Park, football ground in Glasgow",Ibrox
4900165,"Video game classic with the catchphrase ""He's heating up""",NBA Jam
3834729,Chief Law Officer of the Crown,Lord advocate
437137,"Supervise, we hear, away from this country",oversea
3497635,Pitcher Labine,clem
4542849,Its  Unusual Day  song,a most
5664503,Foul-mouthed,filthy
1726336,What Horton hatched,egg
3854281,Flying Down to Rio dance.,carioca
607431,Describe concisely,sum up
2376931,Dumbstruck responses,huhs
1662565,Reveal indiscreetly,blab
894474,Promissory notes.,ious
4197301,Fun with TNT (wordplay),blast
5416635,Revisions,edits
1403859,"Riddle, part 2",anorthcentral region of
6246628,"Film about Oct. 24, in whichever year (wordplay)",anygivenunday
971405,Aaliyah hit 'The ___ Gave My Heart To',one i
791946,Concern of the F.R.S.,Econ
546177,Experiments,trials
4014133,Full of vim and vinegar,sassy
5651207,Wal-___ (large store),Mart
1179944,Arriving when due,on time
2848472,A.M. ends and were made thus for,a toned
1418255,Rollicking.,gay
2545384,Shakes marbles around the thing,agitates
2156485,Had in France,ava it
3051989,'Is there more?',and
4651904,Prefix for plunk ,Ker
1885057,Tragedy performers,bee Gees
1390463,'___ buy that!',idont
941953,Run up ___ (defer payment),a tab
6407309,Spruce.,trim
5300562,Ebb antonym,flow
1916481,Prominent part of Nestea's logo,Leaf
2654341,'Kyrie' ___,eleison
3534680,Title or heading or instruction printed in a special type,rubric
5518848,Ho! That could get it to be blooming godly,Lily
4683437,Park swimmer,swan
1179388,Fighting hate for good organization,ADL
5912713,Not quite the hour,ten of
1769601,Positive feelings,good vibes
1205770,Affirmative answers,yesses
3788009,"City of 51,601 in Illinois.",Joliet
1657430,When to see seers relax,recess
5852565,Ring around the collar,lasso
3561910,Wrongful dispossession: Law.,ouster
3826471,Successful quarterback sneak results abbreviation,tds
3270128,Particle under worldwide research.,a tom
5490748,"Organization in ""Fooling Some of the People All of the Time""",sba
5643018,Party in lawsuit,litigant
5329143,"Rent or ""Bent""",play
2767099,Expert. ,ace
5330152,A client I'd made perfectly agreeable,identical
5298372,Throw,rug
4879842,TV sales channel,qvc
1486962,"Rhinoplasties, familiarly",nose jobs
5277489,Turns up,locates
2086984,Your guess ___ good ...,is as
3450820,Wooden-soled shoe,clog
3583161,Excellent Greek nosh,great
595273,In its ___ (completely),entirety
6180956,Word attached to air,borne
2690723,"Food preservative (with ""of soda"")",benzoate
4031412,Mountainside debris,scree
2791521,Go nuts mixing oil set,lose it
4458908,Place to take stock (wordplay),pen
4734223,Wound indication,scab
5039487,1970s TV production company,MTM
5075954,Vapid writings. ,pap
3700594,Have ___!,mercy
4582872,Alabama's region,Dixie
4852399,Slangy exclamation. ,o of
5727435,"""Now I see!""",aha
3479692,Rebounded ,resiled
1790184,Altogether. ,sheer
4230478,Waiter or bell,dumb
5631339,Small vehicle engineer has travelled in last to arrive,Wagonette
644663,Leaf and stem joints,axils
805267,___Day,earth
6399487,"Form of energy involving carbon, as a rule",regency
4152199,Old in Edinburgh. ,Auld
5288804,Civilization's cradle. ,asia
342904,House for horses,stable
1064584,'The Phantom Tollbooth' boy,Milo
5966881,Most generous.,easiest
3003581,Wig style,afro
5152054,'The Hulk' director,Ang Lee
2514144,Pout.,Moue
1074868,Missile abbreviation,abm
2828560,"Mia's ""Another Woman"" costar",gena
1136900,Acid artwork,etching
1097063,Razor's asset,edge
4486350,Spiteful emotions,spleens
4209989,Neighbor of Hung. ,USSR
5777635,Let independence  boast Hopkinson,be our
5108744,Acts snoopy,pries
6122029,What everyone is getting.,older
5132941,Summary,run down
2073448,Nerve cell,neurone
1727937,Kind of booth or bridge,toll
2955387,Aegean island ,tenos
2848322,"Reverse somersault, e.g",dive
2133239,Bill Klem's colleagues,umps
5253462,Landing place ,wharf
2662942,Not rating a cigar,close
491987,'I Ride an Old ___' (cowboy song),paint
1880929,"Zeus's ""juice""",ichor
3652676,It acts as a reminder to store alcoholic drink,keepsake
111840,Solder component,lead
6082740,First British prime minister,Robert Walpole
2865105,Most accomplished,ablest
6000145,Jesus Christ,lord
4896920,Exciting thing about a stream,thrilling
1816041,Ade opus,fable
4490368,Top-notch,ace
310639,Jeweler's measure,car at
4699473,Attorney's expertise,laws
1551108,Prickly bush,rose
1442127,Rial spender,yemeni
1294085,Hateful motel has collapsed with nothing in it,loathsome
5211134,Rural poem,pastoral
3076330,Magistrate not to think much of terrible disgrace,stigma
1323599,Gardener's bane,weeds
6061525,Stilton or Tilsit,cheese
2393174,'The Taming of the Shrew' servant,grumio
Hits #1 TOPSTHECHARTS
3303721,Be logical,make sense
1716513,Church speeches,sermons
4503446,"Evaluation of curve, with schoolmasters essentially in agreement",assessment
5742182,Central American republic,costa rica
2315552,Center surrounders,ends
6206529,"Cushing co-star, often",Lee
2889182,"Astro or Asta, for example",pet
2032100,"Misdeals, for example",Errs
4291235,Calculator ,adder
802663,Dashed. ,threw
2516889,Bonds passed him in 2007,Aaron
2553879,Like many of Paula Abdul's anscestors,syrian
3117093,"Languished, like a lumberjack (wordplay)",pined
3488224,"Produced, as new coinage",minted
2616589,Caryl Chessman's portrayer,alda
2270234,Students of the problems of old age. ,gerontologists
2757195,Start of a poser,if its goose and
4222500,"Bufos, sPAdefoots, for example ",toads
3587191,"Deface, impair",damage
504691,Thug ,goon
3537098,Finish a run on Broadway ,close
1265169,Tabloid subject,item
3461382,Transport in a western,stage
3729559,Filthy quarters,Sty
3162841,USA EMT comedy,sirens
2551250,Lou and Lee ,grants
2992314,Top job for Vincent,lead
5390103,"Cause pain to Irish horse, say - one mounted the night before",aggrieve
309738,Biblical town where manure-spreading follows Common Agricultural Policy,capernaum
2244395,Notable success,coup
3524167,First half of the initialism TTFN,tata
6207962,Faction. ,wing
5559102,It keeps faucets from dripping.,was her
4296369,Choir parts,altos
1896834,"Once worn, often battered",cod pieces
92311,E-cigarette's lack,ASH
4857195,Subject for a sermon ,text
2823004,"Ready to moan, missing starter",ripe
2309456,Chiropter,bat
1800011,Raging river (wordplay),wildflower
3686314,Airheads? (abbreviation),faa
6268425,La  home of the Salk Institute,jolla
568604,"Slow learner, in old schools.",dunce
5795056,Restaurant rater,critic
1019496,Adventurous ones ,pioneers
883118,"Wide, as the nostrils",afl are
2156352,Our home in scifi,terra
2117384,Table-hop,mix
3720892,The olive genus. ,Olea
5403288,Mass: suff.,ome
3802606,Spanish dessert wine,Malaga
2054532,"Writer mentioned in the lyrics to the Beatles' ""I Am the Walrus""",Poe
1323664,Tough teachers don't give them out,easy as
6233927,Unisex fragrance since 1994,ckone
583362,23 plays endlessly,dram
2636523,Allergy with asthmatic symptoms caused by pollen,hay fever
2506954,"""Star Wars"" studio",Fox
4338491,Singers span,range
2301628,"From Rome, for example",italian
5895312,Document signed at car dealership,lease
4979538,"I could be a red, for example",setter
1066273,Hero of opera by Rossini. ,tell
3024834,Dish served on a sizzling platter,fajitas
41449,Danced in Argentine style ,tangoed
2237002,Mineral of the amphibole group.,edenite
5379517,Boorish one ,lout
130856,"___, Daman and Diu (until 1987)",goa
3008222,Dos of the s,afros
988410,___ the phone (wait for a call),sit by
4371768,"A bit wet, mother? Fiddle-de-dee!",dampish
5918075,"'Sorry, lad'",nae
3442427,Bolt-head sides ,panes
2058495,"""The Confrontation,"" in ""Les Miz""",duet
1153252,"Angle symbol, often",the ta
6139094,'Where did ___ leave off?',i last
2212276,AirPlay platform,ios
5601067,Start of a quip,agolfer with
2525043,Plover's cousin. ,sand piper
1810579,Figure skater Zayak,Elaine
2547044,Fawn variable,kotow
1924345,How deadpan humor is delivered Var,drily
795224,Remark by Juliet,what sinaname
1370036,Made knotty,Gnar led
4018489,Take advantage of the sunlight,make hay
5979599,People seeking a change,revolutionaries
3843504,"Bayes who sang ""Shine On, Harvest Moon""",nor a
2368880,Set down separately,itemise
3734157,Put down; song,lay
4773510,Inventor of the loglog slide rule,roget
3170779,Shoreman. ,seaside r
2562024,Strictly verboten,taboo
2132085,Program file ending,exe
3511096,Italian who painted the Queen as more saucy,Lippier
5790208,Xing ones,peds
1802983,Of minimum clarity ,murkiest
5660393,"That kiss, in song",esobeso
4528318,Tried to determine the weight of by lifting. ,hefted
5462138,Evens up,equalizes
2322508,Racket used in a field sport.,crosse
3192535,Mocking remark,taunt
394959,Big part of the Sicilian scenery,etna
2729191,17-syllable verse form,haiku
4279621,Small slow-moving nocturnal primate,Loris
5644651,Do tailoring ,alter
4971118,Clumsy home run (wordplay),roundtripper
311056,Proper,kosher
4575947,Bella  Stevie Nicks,Donna
1298183,"""In the bank"" items. ",deposits
1783145,___-Flo (starch brand),STA
5460669,Bed part ,mattress
1494607,Superhighway section,artery
3426968,Flood embankments,levees
4075710,Three-time singles champ ,Chris Evert
5534559,Slew,did in
3059387,Gets so frozen inside that it's hard for the cockney to crack up,tundra
4714692,Nick's girl taking over,gaol
5783604,___ Brothers (band that reformed in 2019),Jonas
2806768,"""___ and Greg"" (sitcom)",dharma
33186,Home buyer's financial inst.,sandl
4308096,1990 World Series winner,reds
3106353,Some people are big on them,steroids
2039224,Organization that does studies,EPA
2984054,Grand Cherokee or Compass,jeep
3036135,"'Nessie,' e.g",monster
5814594,Like a slickster,glib
1120906,I'd ___ teach the world to sing...,like to
370223,Afghanistan neighbor.,Iran
2083258,Noncombatant marking. ,Red Cross
2449706,Grand opening (wordplay),meg a
494412,Uganda's neighbor.,Kenya
4345438,Statement after a pre-nup,i do
1049806,"Supreme Court Justices, for example ",Ennead
6343490,"Tapering, as leaves",lanceolate
5635960,Buffy airer after The WB,UPN
5539291,Medical condition,syndrome
921136,Spy novel author Eric,Ambler
1100580,'Nova' carrier,PBS
2628043,Words after easy or that,does it
868505,Without the knowledge of. ,secretly
3999461,Cut short a few feet where ships are repaired and maintained,Dockyard
1870133,Chuck Berry title girl who's repeatedly asked 'Is that you?',nadine
2615423,Sans,without
256694,Conflict - lawsuit,action
4186719,This month,December
3554471,Wax worker,bee
1871238,Very cold as in the far north,arctic
2012978,Eradication.,erasure
3330435,"Smooth out, as pants",press
5399304,Almighty muddle in poem not close to perfect,omnipotent
1775980,0 in 32003 (wordplay),zip codezip
4618435,Roasted: Fr,roti
6134394,___ and Dimed,nickeled
1047279,-Destitution-,povertystricken
2050364,C. K. Ogden's fundamental view of language,basic
3919234,Don Juans,romeos
283120,Patrol,poundabeat
350170,Shouts of approval,cheers
4665861,They seek answers,querists
5977354,Train convenience,Le Grest
5737387,Cheated,diddled
4507236,"___ Johnson (Swedish wrestler who starred in ""Plan 9 from Outer Space"")",to r
4508754,Far from tacky,tasteful
914593,2001 American Airlines purchase,twa
2775585,His Airness Buffalo Bill or The Big Apple for instance,SBRQT
5676625,Curry or Russert,tim
5725406,Demonstrated on stage,acted out
4468844,Shallow ___ (2001 Paltrow movie),Hal
5998927,Rave on in town of Romeo and Juliet,Verona
4944669,Physical characters manufacture a labyrinth,real
1883208,Malady symptom ,fever
124944,1989 Bee Gees album originally intended to include Andy Gibb as a permanent member of the band,one
5388707,Sets of computer instructions,programs
3920478,Songwriter Sedaka,neil
1688810,Type of paper. ,fools cap
3049821,"Admit, with ""up""",own
2335485,Things lacking,needs
4918758,Physician needs work in Germany,dresden
2375451,"Religious observances, at times",fasts
4706154,"Cyndi Lauper's ""___ Bop""",she
5518116,TV-watching room,den
928847,A certain kingdom ,animal
421851,Throw missiles. ,pelt
4936303,Frequent still life items,pears
132908,Present jerk as a contrarian,heretic
740806,Escape from prison,Gaol Break
4114425,An old two-shilling coin,florin
3933743,Inept Rowan Atkinson character,Mr Bean
5014911,One might step on it on cue,stage
5930822,Plato's mythical land.,Atlantis
4146181,Wedding VIP,bridesmaid
5515189,Definitely not a la carte ,tabledhote
1669870,In violation of social norms,Deviant
4801564,Objectionable,offensive
1395171,Part of the foot ,arch
5680397,Hockey's Messier and Baseball's Mulder,marks
4319536,Top or yo-yo,toy
4602371,Institution at 11 W. 53rd St. in NYC,moma
2816161,Student losing head wants nice little job (wordplay),earner
4689764,Role in a play ,hero
4319372,Presses into grains ,rice s
5684930,Eloper's aid,ladder
5944252,Barber's cry. ,next
1209109,"""That's so cool!""",neato
1079588,Fun time when one acts like a bun (wordplay),rollplaying game
1718310,"Edna, for example",dame
739276,"Frisks, with ""down""",pats
4266787,"Basie's ""___ Darlin' """,Lil
2748989,Luth. or Bapt. school,sem
5630961,Minute amount,drib
1125629,Native of Alabama or Georgia,creek
222317,___ creek...,up a
6384720,Confused the crew of the Titanic for one,all at sea
4943381,Small land mass on water,isle
333295,Ten-time French Open winner,nadal
5807090,"Grease, so to speak",bribe
1704938,Downs partner,dirty
4841215,Waste watchers (abbreviation),EPA
1030738,Late-morning meal,brunch
5396024,They hold tin cups,panhandlers
5188197,Milton's antihero ,Satan
2850505,"Griffith of ""Matlock""",and y
5298422,Reconstructed racecourse not near the coast!,as cot
1492796,___-conscious,ECO
2812756,"""The Bridge of San ___ Rey"" ",Luis
1741292,Type of cap ,Tam
3541207,Bull Run battlefield,manassas
1751222,"Reckoning, estimating",guessing
4698468,DNC part abbreviation,de m
2173421,"Figure of speech, denoting doubt.",Aporia
5814295,It may be chased by a dog,tail
4416837,Former undersecretary of state Philip,Habib
6103029,Person of note (wordplay),mscn
2863789,Monsters,stale
5341620,Loser to paper,rock
250492,Receivables write___offs,bad debts
2918867,Savagery,ferocity
2074395,"Throw the switch, turn off the lights, and pull the plug",enditall
321261,"Edit further, perhaps",recut
5754400,"A fruitless pursuit, so each goes off seething at first (wordplay)",Wildgoose Chase
627968,Sound from church tower: some laughter (wordplay),peal
4405465,Nickname for Conan O'Brien coined by Tom Hanks,coco
3211891,Doesn't hold back,vents
4949202,Cake near a sink,soap
2454366,Rather fast (music),Allegro
2572538,"""... fish ___ fowl""",nor
4018288,"Change from ""beesgrid.cfp"" to ""beesgridFINAL.cfp,"" say",rename
1783056,Noted Italian ,Dante
5236939,"If a divine was the leader, that's bad",addled
3511513,Way of swimming underwater,scuba diving
3613629,"Kind of pool, once",steno
1791113,Chicago's ___ Planetarium,adler
1809269,Granite city just opposite Gibraltar,tangier
358964,Seek damages,a past
2635224,Metrical foot ,paeon
1485501,They're beside the plate.,forks
183398,SFO info,ETA
2407703,Chowing down,eating
5490223,Union in the headlines. ,il a
4646805,Perm part,curl
2209453,1990s tennis champ,seles
5393244,More than cries,sobs
6160289,Virile chaps ,Hemen
3405866,Habituate,accustom
321113,One would gather that's all one does,compiler
1780125,"Enchantress in ""Peer Gynt."" ",Anitra
6111004,"How does the bastard orphan immigrant decorated war vet ___ the colonies through more debt? - ""Hamilton""",unite
2913261,Engineers' colleagues,brakemen
5856248,Word after ships or Chips,a hoy
4602598,What Salton Sea is.,sink
3398600,Town has the magician's word on the point,Preston
5068808,First French essayist,Montaigne
1480771,Mountain-climbing technique,rappel
1441163,Many summertime babies,leos
4222038,Destination of Dumb and Dumber,as pen
5415301,Name in silents ,bar a
718860,Affable Mr. Affleck,Ben
3196168,"""Coffee, Tea ___?"": '60s bestseller",or me
5091157,"Wayne Gretzky, notably",exoiler
4720775,Jack-of-all-trades,fixer
401882,Easter plants,spire as
2915467,Not straight,wry
5724822,"Counting Crows ""Baby I surrender to the strawberry ___ cream""",ice
238911,Promising one Colloq. ,comer
163670,"The Brook ___, George Moore's novel, 1915.",Kerith
5141261,'Deathtrap' playwright,Iralevin
1016118,System of belief nastily put as 'popish' and 'holy',philosophy
2264151,"Really, really loud, on sheet music",fff
2796078,Race ,hare
5082945,Inner organs used for food,off al
5356372,Dizzys jazz,be bop
1976983,Conductors' locations,orchestra pits
1531693,Baby clothes,Layette
1430941,Make the grade,hack it
3308935,Authoritarian right-winger,fascist
1540512,Semiconductor giant,amd
5620395,Hen talk,cackle
401485,20 cents item featuring Gen. Marshall,stamp
1660402,___-um (punkie),no see
5397401,Bakery purchase,buns
1120381,Fabled loser,hare
4297993,Furniture item ,end table
4124175,Agitate violently. ,see the
6051764,Marine mammal.,sea otter
3178331,A bit of tennis? Sensible to hold it in the hut,Nissen
5855219,Puppytrainers supply,paper
1416535,Merciful and compassionate,human e
1860767,Cotton or rayon,fabric
5599527,Mommas guy,poppa
420281,Treat for Dobbin ,oats
2472648,Command to a tailor ,lengthen
801263,Pertaining to the pre-Easter period,Lenten
2280776,Hall-of-Fame quarterback who was a teammate of Csonka,griese
1193547,Works with iron or counterfeits money,forges
3847016,"Step aside, people!",clear the way
2636505,"Heavenly saints, each half-lost, out of Paradise",elysian
4251445,Author,salinger
4272039,Beach house,cabana
717666,Vice ___,squad
4713638,Bathe.,lave
1117996,Larsson who wrote The Girl With the Dragon Tattoo,stieg
